,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2010-06-19_2,2,Train,"Hey, Soul Sister",2,2,23,2010-06-19
2010-06-19_3,3,Kelly Clarkson,Already Gone,3,3,35,2010-06-19
2010-06-19_4,4,Uncle Kracker,Smile,5,4,36,2010-06-19
2010-06-19_5,5,Michael Buble,Haven't Met You Yet,4,1,40,2010-06-19
2010-06-19_6,6,Colbie Caillat,Fallin' For You,6,1,44,2010-06-19
2010-06-19_7,7,Rob Thomas,Someday,7,6,23,2010-06-19
2010-06-19_8,8,Kris Allen,Live Like We're Dying,8,8,16,2010-06-19
2010-06-19_9,9,Taylor Swift,You Belong With Me,9,1,47,2010-06-19
2010-06-19_10,10,Daughtry,No Surprise,10,4,52,2010-06-19
2010-06-19_11,11,Adam Lambert,Whataya Want From Me,12,11,12,2010-06-19
2010-06-19_12,12,John Mayer,Heartbreak Warfare,11,11,23,2010-06-19
2010-06-19_13,13,Daughtry,Life After You,13,13,15,2010-06-19
2010-06-19_14,14,The Script,Breakeven,14,14,13,2010-06-19
2010-06-19_15,15,Taylor Swift,Fifteen,15,12,21,2010-06-19
2010-06-19_16,16,Lifehouse,Halfway Gone,16,16,11,2010-06-19
2010-06-19_17,17,Sarah McLachlan,Loving You Is Easy,18,17,4,2010-06-19
2010-06-19_18,18,Nickelback,Never Gonna Be Alone,17,17,18,2010-06-19
2010-06-19_19,19,OneRepublic,All The Right Moves,19,19,7,2010-06-19
2010-06-19_20,20,Miley Cyrus,When I Look At You,20,18,14,2010-06-19
2010-06-19_21,21,Lady Gaga,Bad Romance,21,20,9,2010-06-19
2010-06-19_22,22,Colbie Caillat,I Never Told You,22,22,3,2010-06-19
2010-06-19_23,23,Melissa Etheridge,Fearless Love,25,23,4,2010-06-19
2010-06-19_24,24,Alicia Keys,Empire State Of Mind (Part II) Broken Down,24,18,19,2010-06-19
2010-06-19_25,25,Will Young,Leave Right Now,27,25,7,2010-06-19
2010-06-19_26,26,Phil Collins,Going Back,0,26,1,2010-06-19
2010-06-19_27,27,Lady Gaga Featuring Beyonce,Telephone,29,23,7,2010-06-19
2010-06-19_28,28,Foreigner,In Pieces,23,21,11,2010-06-19
2010-06-19_29,29,Taylor Swift,Today Was A Fairytale,26,21,12,2010-06-19
2010-06-19_30,30,Orianthi,According To You,28,24,12,2010-06-19
2010-06-26_1,1,Lady Antebellum,Need You Now,1,1,22,2010-06-26
2010-06-26_2,2,Train,"Hey, Soul Sister",2,2,24,2010-06-26
2010-06-26_3,3,Kelly Clarkson,Already Gone,3,3,36,2010-06-26
2010-06-26_4,4,Uncle Kracker,Smile,4,4,37,2010-06-26
2010-06-26_5,5,Michael Buble,Haven't Met You Yet,5,1,41,2010-06-26
2010-06-26_6,6,Rob Thomas,Someday,7,6,24,2010-06-26
2010-06-26_7,7,Colbie Caillat,Fallin' For You,6,1,45,2010-06-26
2010-06-26_8,8,Kris Allen,Live Like We're Dying,8,8,17,2010-06-26
2010-06-26_9,9,Taylor Swift,You Belong With Me,9,1,48,2010-06-26
2010-06-26_10,10,Adam Lambert,Whataya Want From Me,11,10,13,2010-06-26
2010-06-26_11,11,Daughtry,Life After You,13,11,16,2010-06-26
2010-06-26_12,12,The Script,Breakeven,14,12,14,2010-06-26
2010-06-26_13,13,John Mayer,Heartbreak Warfare,12,11,24,2010-06-26
2010-06-26_14,14,Taylor Swift,Fifteen,15,12,22,2010-06-26
2010-06-26_15,15,Lifehouse,Halfway Gone,16,15,12,2010-06-26
2010-06-26_16,16,Sarah McLachlan,Loving You Is Easy,17,16,5,2010-06-26
2010-06-26_17,17,Nickelback,Never Gonna Be Alone,18,17,19,2010-06-26
2010-06-26_18,18,Colbie Caillat,I Never Told You,22,18,4,2010-06-26
2010-06-26_19,19,OneRepublic,All The Right Moves,19,19,8,2010-06-26
2010-06-26_20,20,Lady Gaga,Bad Romance,21,20,10,2010-06-26
2010-06-26_21,21,Phil Collins,Going Back,26,21,2,2010-06-26
2010-06-26_22,22,Miley Cyrus,When I Look At You,20,18,15,2010-06-26
2010-06-26_23,23,Alicia Keys,Empire State Of Mind (Part II) Broken Down,24,18,20,2010-06-26
2010-06-26_24,24,Foreigner,In Pieces,28,21,12,2010-06-26
2010-06-26_25,25,Melissa Etheridge,Fearless Love,23,23,5,2010-06-26
2010-06-26_26,26,Taylor Swift,Today Was A Fairytale,29,21,13,2010-06-26
2010-06-26_27,27,Will Young,Leave Right Now,25,25,8,2010-06-26
2010-06-26_28,28,Lady Gaga Featuring Beyonce,Telephone,27,23,8,2010-06-26
2010-06-26_29,29,Orianthi,According To You,30,24,13,2010-06-26
2010-06-26_30,30,Macy Gray,Beauty In The World,0,30,1,2010-06-26
2010-07-03_1,1,Train,"Hey, Soul Sister",2,1,25,2010-07-03
2010-07-03_2,2,Lady Antebellum,Need You Now,1,1,23,2010-07-03
2010-07-03_3,3,Michael Buble,Haven't Met You Yet,5,1,42,2010-07-03
2010-07-03_4,4,Kelly Clarkson,Already Gone,3,3,37,2010-07-03
2010-07-03_5,5,Uncle Kracker,Smile,4,4,38,2010-07-03
2010-07-03_6,6,Rob Thomas,Someday,6,6,25,2010-07-03
2010-07-03_7,7,Colbie Caillat,Fallin' For You,7,1,46,2010-07-03
2010-07-03_8,8,Kris Allen,Live Like We're Dying,8,8,18,2010-07-03
2010-07-03_9,9,Taylor Swift,You Belong With Me,9,1,49,2010-07-03
2010-07-03_10,10,Adam Lambert,Whataya Want From Me,10,10,14,2010-07-03
2010-07-03_11,11,Daughtry,Life After You,11,11,17,2010-07-03
2010-07-03_12,12,The Script,Breakeven,12,12,15,2010-07-03
2010-07-03_13,13,John Mayer,Heartbreak Warfare,13,11,25,2010-07-03
2010-07-03_14,14,Taylor Swift,Fifteen,14,12,23,2010-07-03
2010-07-03_15,15,Lifehouse,Halfway Gone,15,15,13,2010-07-03
2010-07-03_16,16,Sarah McLachlan,Loving You Is Easy,16,16,6,2010-07-03
2010-07-03_17,17,Nickelback,Never Gonna Be Alone,17,17,20,2010-07-03
2010-07-03_18,18,Colbie Caillat,I Never Told You,18,18,5,2010-07-03
2010-07-03_19,19,OneRepublic,All The Right Moves,19,19,9,2010-07-03
2010-07-03_20,20,Lady Gaga,Bad Romance,20,20,11,2010-07-03
2010-07-03_21,21,Phil Collins,Going Back,21,21,3,2010-07-03
2010-07-03_22,22,Melissa Etheridge,Fearless Love,25,22,6,2010-07-03
2010-07-03_23,23,Miley Cyrus,When I Look At You,22,18,16,2010-07-03
2010-07-03_24,24,Lady Gaga,Alejandro,0,24,1,2010-07-03
2010-07-03_25,25,Will Young,Leave Right Now,27,25,9,2010-07-03
2010-07-03_26,26,Taylor Swift,Today Was A Fairytale,26,21,14,2010-07-03
2010-07-03_27,27,Macy Gray,Beauty In The World,30,27,2,2010-07-03
2010-07-03_28,28,Orianthi,According To You,29,24,14,2010-07-03
2010-07-03_29,29,Foreigner,In Pieces,24,21,13,2010-07-03
2010-07-03_30,30,Lady Gaga Featuring Beyonce,Telephone,28,23,9,2010-07-03
2010-07-10_1,1,Lady Antebellum,Need You Now,2,1,24,2010-07-10
2010-07-10_2,2,Train,"Hey, Soul Sister",1,1,26,2010-07-10
2010-07-10_3,3,Uncle Kracker,Smile,5,3,39,2010-07-10
2010-07-10_4,4,Michael Buble,Haven't Met You Yet,3,1,43,2010-07-10
2010-07-10_5,5,Kelly Clarkson,Already Gone,4,3,38,2010-07-10
2010-07-10_6,6,Rob Thomas,Someday,6,6,26,2010-07-10
2010-07-10_7,7,Colbie Caillat,Fallin' For You,7,1,47,2010-07-10
2010-07-10_8,8,Kris Allen,Live Like We're Dying,8,8,19,2010-07-10
2010-07-10_9,9,Taylor Swift,You Belong With Me,9,1,50,2010-07-10
2010-07-10_10,10,Adam Lambert,Whataya Want From Me,10,10,15,2010-07-10
2010-07-10_11,11,The Script,Breakeven,12,11,16,2010-07-10
2010-07-10_12,12,Daughtry,Life After You,11,11,18,2010-07-10
2010-07-10_13,13,Lifehouse,Halfway Gone,15,13,14,2010-07-10
2010-07-10_14,14,John Mayer,Heartbreak Warfare,13,11,26,2010-07-10
2010-07-10_15,15,Sarah McLachlan,Loving You Is Easy,16,15,7,2010-07-10
2010-07-10_16,16,Colbie Caillat,I Never Told You,18,16,6,2010-07-10
2010-07-10_17,17,OneRepublic,All The Right Moves,19,17,10,2010-07-10
2010-07-10_18,18,Melissa Etheridge,Fearless Love,22,18,7,2010-07-10
2010-07-10_19,19,Lady Gaga,Alejandro,24,19,2,2010-07-10
2010-07-10_20,20,Phil Collins,Going Back,21,20,4,2010-07-10
2010-07-10_21,21,Will Young,Leave Right Now,25,21,10,2010-07-10
2010-07-10_22,22,Lady Gaga,Bad Romance,20,20,12,2010-07-10
2010-07-10_23,23,Miley Cyrus,When I Look At You,23,18,17,2010-07-10
2010-07-10_24,24,Macy Gray,Beauty In The World,27,24,3,2010-07-10
2010-07-10_25,25,John Mayer,Half Of My Heart,0,25,1,2010-07-10
2010-07-10_26,26,Katy Perry,California Gurls,0,26,1,2010-07-10
2010-07-10_27,27,Lady Gaga Featuring Beyonce,Telephone,30,23,10,2010-07-10
2010-07-10_28,28,Foreigner,In Pieces,29,21,14,2010-07-10
2010-07-10_29,29,P!nk,Glitter In The Air,0,29,1,2010-07-10
2010-07-10_30,30,Orianthi,According To You,28,24,15,2010-07-10
2010-07-17_1,1,Lady Antebellum,Need You Now,1,1,25,2010-07-17
2010-07-17_2,2,Train,"Hey, Soul Sister",2,1,27,2010-07-17
2010-07-17_3,3,Uncle Kracker,Smile,3,3,40,2010-07-17
2010-07-17_4,4,Michael Buble,Haven't Met You Yet,4,1,44,2010-07-17
2010-07-17_5,5,Kelly Clarkson,Already Gone,5,3,39,2010-07-17
2010-07-17_6,6,Rob Thomas,Someday,6,6,27,2010-07-17
2010-07-17_7,7,Colbie Caillat,Fallin' For You,7,1,48,2010-07-17
2010-07-17_8,8,Kris Allen,Live Like We're Dying,8,8,20,2010-07-17
2010-07-17_9,9,Taylor Swift,You Belong With Me,9,1,51,2010-07-17
2010-07-17_10,10,Daughtry,Life After You,12,10,19,2010-07-17
2010-07-17_11,11,The Script,Breakeven,11,11,17,2010-07-17
2010-07-17_12,12,Adam Lambert,Whataya Want From Me,10,10,16,2010-07-17
2010-07-17_13,13,Lifehouse,Halfway Gone,13,13,15,2010-07-17
2010-07-17_14,14,Sarah McLachlan,Loving You Is Easy,15,14,8,2010-07-17
2010-07-17_15,15,Colbie Caillat,I Never Told You,16,15,7,2010-07-17
2010-07-17_16,16,Katy Perry,California Gurls,26,16,2,2010-07-17
2010-07-17_17,17,John Mayer,Half Of My Heart,25,17,2,2010-07-17
2010-07-17_18,18,Lady Gaga,Alejandro,19,18,3,2010-07-17
2010-07-17_19,19,Melissa Etheridge,Fearless Love,18,18,8,2010-07-17
2010-07-17_20,20,OneRepublic,All The Right Moves,17,17,11,2010-07-17
2010-07-17_21,21,Phil Collins,Going Back,20,20,5,2010-07-17
2010-07-17_22,22,Will Young,Leave Right Now,21,21,11,2010-07-17
2010-07-17_23,23,Miley Cyrus,When I Look At You,23,18,18,2010-07-17
2010-07-17_24,24,Macy Gray,Beauty In The World,24,24,4,2010-07-17
2010-07-17_25,25,Lady Gaga,Bad Romance,22,20,13,2010-07-17
2010-07-17_26,26,Sara Bareilles,King Of Anything,0,26,1,2010-07-17
2010-07-17_27,27,P!nk,Glitter In The Air,29,27,2,2010-07-17
2010-07-17_28,28,Foreigner,In Pieces,28,21,15,2010-07-17
2010-07-17_29,29,Lady Gaga Featuring Beyonce,Telephone,27,23,11,2010-07-17
2010-07-17_30,30,Brooke White,Change,0,30,1,2010-07-17
2010-07-24_1,1,Train,"Hey, Soul Sister",2,1,28,2010-07-24
2010-07-24_2,2,Lady Antebellum,Need You Now,1,1,26,2010-07-24
2010-07-24_3,3,Uncle Kracker,Smile,3,3,41,2010-07-24
2010-07-24_4,4,Rob Thomas,Someday,6,4,28,2010-07-24
2010-07-24_5,5,Michael Buble,Haven't Met You Yet,4,1,45,2010-07-24
2010-07-24_6,6,Kelly Clarkson,Already Gone,5,3,40,2010-07-24
2010-07-24_7,7,Colbie Caillat,Fallin' For You,7,1,49,2010-07-24
2010-07-24_8,8,Kris Allen,Live Like We're Dying,8,8,21,2010-07-24
2010-07-24_9,9,Daughtry,Life After You,10,9,20,2010-07-24
2010-07-24_10,10,Adam Lambert,Whataya Want From Me,12,10,17,2010-07-24
2010-07-24_11,11,The Script,Breakeven,11,11,18,2010-07-24
2010-07-24_12,12,Lifehouse,Halfway Gone,13,12,16,2010-07-24
2010-07-24_13,13,Colbie Caillat,I Never Told You,15,13,8,2010-07-24
2010-07-24_14,14,Sarah McLachlan,Loving You Is Easy,14,14,9,2010-07-24
2010-07-24_15,15,Lady Gaga,Alejandro,18,15,4,2010-07-24
2010-07-24_16,16,John Mayer,Half Of My Heart,17,16,3,2010-07-24
2010-07-24_17,17,Katy Perry,California Gurls,16,16,3,2010-07-24
2010-07-24_18,18,Melissa Etheridge,Fearless Love,19,18,9,2010-07-24
2010-07-24_19,19,Will Young,Leave Right Now,22,19,12,2010-07-24
2010-07-24_20,20,Phil Collins,Going Back,21,20,6,2010-07-24
2010-07-24_21,21,Sara Bareilles,King Of Anything,26,21,2,2010-07-24
2010-07-24_22,22,OneRepublic,All The Right Moves,20,17,12,2010-07-24
2010-07-24_23,23,Lady Gaga,Bad Romance,25,20,14,2010-07-24
2010-07-24_24,24,Miley Cyrus,When I Look At You,23,18,19,2010-07-24
2010-07-24_25,25,Macy Gray,Beauty In The World,24,24,5,2010-07-24
2010-07-24_26,26,P!nk,Glitter In The Air,27,26,3,2010-07-24
2010-07-24_27,27,Lady Gaga Featuring Beyonce,Telephone,29,23,12,2010-07-24
2010-07-24_28,28,Taio Cruz,Break Your Heart,0,28,1,2010-07-24
2010-07-24_29,29,Brooke White,Change,30,29,2,2010-07-24
2010-07-24_30,30,Orianthi,According To You,0,24,16,2010-07-24
2010-07-31_1,1,Train,"Hey, Soul Sister",1,1,29,2010-07-31
2010-07-31_2,2,Lady Antebellum,Need You Now,2,1,27,2010-07-31
2010-07-31_3,3,Uncle Kracker,Smile,3,3,42,2010-07-31
2010-07-31_4,4,Rob Thomas,Someday,4,4,29,2010-07-31
2010-07-31_5,5,Michael Buble,Haven't Met You Yet,5,1,46,2010-07-31
2010-07-31_6,6,Kelly Clarkson,Already Gone,6,3,41,2010-07-31
2010-07-31_7,7,Daughtry,Life After You,9,7,21,2010-07-31
2010-07-31_8,8,Colbie Caillat,Fallin' For You,7,1,50,2010-07-31
2010-07-31_9,9,The Script,Breakeven,11,9,19,2010-07-31
2010-07-31_10,10,Kris Allen,Live Like We're Dying,8,8,22,2010-07-31
2010-07-31_11,11,Adam Lambert,Whataya Want From Me,10,10,18,2010-07-31
2010-07-31_12,12,Lifehouse,Halfway Gone,12,12,17,2010-07-31
2010-07-31_13,13,Colbie Caillat,I Never Told You,13,13,9,2010-07-31
2010-07-31_14,14,Sarah McLachlan,Loving You Is Easy,14,14,10,2010-07-31
2010-07-31_15,15,Lady Gaga,Alejandro,15,15,5,2010-07-31
2010-07-31_16,16,John Mayer,Half Of My Heart,16,16,4,2010-07-31
2010-07-31_17,17,Katy Perry,California Gurls,17,16,4,2010-07-31
2010-07-31_18,18,Melissa Etheridge,Fearless Love,18,18,10,2010-07-31
2010-07-31_19,19,Phil Collins,Going Back,20,19,7,2010-07-31
